apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category
sowparnika columns,Soukya Road,east,1,New Property,,659.0,733.0,0.48,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",50.0,medium
bcd city township,Nisarga Layout,east,1,New Property,,567.0,674.0,0.39,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",138.0,medium
bcd city township,Nisarga Layout,east,1,New Property,,502.0,674.0,0.39,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",123.0,medium
brigade buena vista,Budigere,east,1,Relatively New,513.0,610.0,760.0,0.7,"['Kadugodi metro station', 'Orion Uptown Mall', 'NH75', 'Shree Meru International School', 'Garden City University', 'East Point Hospital', 'Kempegowda International Airport', 'Whitefield Railway']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",217.0,high
provident capella,Samethanahalli,east,1,New Property,,512.0,570.0,0.55,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",73.0,medium
sowparnika columns,Soukya Road,east,1,New Property,,515.0,573.0,0.54,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",75.0,medium
sowparnika columns,Soukya Road,east,1,New Property,,669.0,744.0,0.52,"['Whitefield Kadugodi Metro Station', 'Nexus Shantiniketan Mall', 'Soukya Road', 'NH648', 'Shri Ram Global School', 'MVJ College of Engineering', 'RKB Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station']","['Power Back-up', 'Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",73.0,medium
home nexus,Immadihalli,east,1,New Property,1505.0,1788.0,,4.5,,"['Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Fitness Centre / GYM']",53.0,medium
pashma brookwoods,Budigere Cross,east,1,New Property,410.0,460.0,545.0,0.3,,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",101.0,medium
pashma brookwoods,Budigere Cross,east,1,New Property,,450.0,,0.28,,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'No open drainage around', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']",60.0,medium
godrej splendour,Whitefield,east,1,Under Construction,372.0,493.0,605.0,0.65,"['Whitefield (Kadugodi) Metro Station', 'Ascendas Park Square Mall', 'Whitefield Hoskote Road', 'Belathur Main Road', 'Orchids The International School', 'MVJ College of Engineering', 'Svyasa University', 'Miracle Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'GR Tech Park Office Space', 'Four Points by Sheraton Bengaluru', 'Battarahalli Indoor Stadium', 'Sky Zone Bengaluru']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",90.0,medium
godrej park retreat,Sarjapur Road,east,1,New Property,,600.0,,0.66,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",51.0,medium
brigade citre,Budigere Cross,east,1,Under Construction,380.0,534.0,685.0,0.68,"['Sri Shubha Sapthagiri Convention Hall', 'New Baldwin International Residential School', 'Shiva Shakthi Industries And Rolling Mill']","['Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Water Storage', 'No open drainage around', 'Rain Water Harvesting']",30.0,low
bcd city,Hoskote,east,1,Relatively New,,652.0,,0.4,,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Shopping Centre']",32.0,low
casagrand royce,Hoodi,east,1,New Property,853.0,1013.0,,0.82,"['KR puram', 'Cambridge School', 'Sai Ram hospital', 'Hoodi Bus stand', 'K R puram Rly.station', 'Int. Tech Park']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'No open drainage around', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",71.0,medium
casagrand royce,Hoodi,east,1,Relatively New,860.0,1022.0,,0.82,"['KR puram', 'Cambridge School', 'Sai Ram hospital', 'Hoodi Bus stand', 'K R puram Rly.station', 'Int. Tech Park']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",137.0,medium
meda east wds,Panathur,east,1,Under Construction,500.0,600.0,643.0,0.68,"['Shiva Temple', 'Mar Thoma Church', 'State bank of india ATM', 'State bank of india ATM', 'Hdfc bank ATM', 'Indicash ATM', 'Axis bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Maruthi clinic', 'Janani Clinic', 'Bright Smiles Family dental Care', 'Dental Zone- Dentist in Bangalore', 'Sanjeevini Clinic', 'Trust Chemists & Druggists', 'Slv Medical Store', 'medplus', 'Multi-level Car Parking', 'Vagdevi School Parking', ""Cisco Visitor's Parking"", 'Munekolala bus stand', 'Axis bank', 'Swati deluxe', 'Swathi', 'Sri Vishnu', 'Vagdevi School Canteen', 'Clubhouse Cafe', 'The Island', 'Fenix - Sunray Hotel', 'Chulha Bhatti', 'Mast Biryani', 'Khan Saheb', 'Bhagini', ""Faaso's"", 'Pizza Hut', ""Papa John's"", 'Jalsa Gold Restaurant', 'Float Rooftop Restaurant', 'Food Court', 'The Black Pearl', 'Bakery', 'Orchids The International School Panathur', 'Krishvi Gavakshi', 'Geethanchali olypiad', 'New Horizon Gurukul', 'Vagdevi Vilas super school', 'New Horizon Vidya Mandir', 'BGL 14', 'BGL 15', 'Harman']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",137.0,medium
provident capella,Samethanahalli,east,1,Relatively New,,512.0,570.0,0.59,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",46.0,low
bcd city,Hoskote,east,1,New Property,692.0,822.0,,0.4,"['Dhruva Nursing Home And Diagnostic Centre', 'Kempanna Nursing Home', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital', 'Hoskote Government Hospital']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",46.0,low
bcd city,Hoskote,east,1,New Property,692.0,822.0,,0.43,,"['Lift(s)', 'Swimming Pool', 'Park']",22.0,low
sowparnika indraprastha,Soukya Road,east,1,Relatively New,416.0,494.0,,0.31,"['Whitefield (Kadugodi) Metro Station', 'NH648', 'Bangalore International Academy', 'Vidyavana PU College', 'Rkb Sanjeevini Hospital', 'Kempegowda International Airport', 'Devangonthi Railway Station', 'International Tech Park Bangalore', 'Oakwood Residence Whitefield Bangalore']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",93.0,medium
provident capella,Samethanahalli,east,1,Under Construction,,510.0,568.0,0.57,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",52.0,medium
sobha lake gardens,KR Puram,east,1,New Property,,687.0,765.0,0.7,"['Baiyappanahalli', 'Ascendas Park Square', 'Medahalli Kadugodi', 'NH75', 'Lake Montfort School', 'Cambridge PU College', 'Manipal Hospital', 'Kempegowda Airport', 'Andhra Bank', 'K.R. Puram', 'ITPL Whitefield', 'M Chinnaswamy Stadium', 'Click Art Museum', 'Bangalore Palace', 'Nayara Petrol Pump']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Club house / Community Center']",37.0,low
the eagles,Hoskote,east,1,New Property,456.0,692.0,,0.4,"['Dhruva Nursing Home And Diagnostic Centre', 'Kempanna Nursing Home', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital', 'Hoskote Government Hospital']","['Lift(s)', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal']",41.0,low
rohan iksha,Bhoganhalli,east,1,Relatively New,,306.0,340.0,0.69,"['Central Mall', 'New Horizon College of Engineering', 'Orchids The International', 'MAK Speciality', 'Belandur Road', 'Cessna Business Park', 'Embassy TechVillage', 'Global Technology Park']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",65.0,medium
shriram samruddhi,Marathahalli,east,1,Old,,638.0,,0.55,"['Big Bazaar', 'Venkateshwara Temple', 'Temple', ""Dr Desai's Micro Lab"", 'Sofiyacare Skin And Hair Clinic', 'Hear2Speak Clinic', 'Bangalore Pet Hospital', 'Karunashraya', 'SRL Diagnostics', 'Yashomathi Hospitals', 'Apollo Pharmacy', 'Trust Chemist and Drugs', 'A K Medicals', 'Apollo Pharmacy', 'Rajeshwari Pharma Shop', 'Apollo Pharmacy', 'SKRCC Parking', 'HDFC Bank Parking', 'Karur vyshya bank & atm', 'Karur vysya bank', 'Biryani Zone', 'Deckers Lane', 'Nandini wines.', 'Bake Master', 'Nandhini', 'Basaveshwara Khanavali', 'M M A Kababs', 'Bhagini', 'Cafe Coffee Day', 'Gusto pizza', 'Subway And New Zealand Naturals Icecream', 'Bhagini restaurant', 'KFC', 'Cheeky Bites', 'Wokantava', 'Karma Foods', 'Kritunga restaurant', 'Golconda Chimney', 'Lassi Corner', 'Sri Gajanana Juice Center', 'Sura Whine Shop', 'Eatoz', 'Energizer', 'Bageecha Family Restaurant', ""Domino's Pizza"", 'Punjabi Khanna', 'Den Bakery', 'Fun Foods', 'Akash Iit Jee', 'Vibgyor High Marathahalli']",,0.0,low
prestige tranquility,Budigere,east,1,Relatively New,498.0,664.0,666.0,0.68,"['GrandPlus Hypermarket', 'Orion UPTOWN Mall', 'Decathlon', 'Bommenahalli village Govt school,', 'JK International Academy', 'Surya College of Nursing', 'Shri Ram Global School', 'Narayana e-Techno School', 'CANARA BANK ATM', 'East Point Hospital', 'Sri Sai Health Care', 'Bank of Baroda', 'Pruksa Silvana Childrens Park', 'Siemens', 'Indian Oil Petrol Pump']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",217.0,high
godrej 24,Sarjapur Road,east,1,Relatively New,524.0,635.0,721.0,0.65,"['Seetharam Palya Metro Station', 'Central Mall', 'State Highway 35', 'Oakridge International School', 'Azim Premji University', 'Satya SaiHospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'International Tech Park Bangalore (ITPB)', 'Royal Orchid Suites', 'Fun World Amusement Park', 'Clover Greens Golf Course and Resort']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",76.0,medium
provident capella,Samethanahalli,east,1,New Property,,570.0,,0.55,"['Forum Shantiniketan Mall', 'Soukya Road', 'MVJ College of Engineering', 'Shri Ram Global School', 'New Life Hospital', 'Kempegowda International Airport', 'Atal Bihari Botanical Garden', 'Radisson Blu Bengaluru ORR', 'Bangalore International Academy']",,0.0,low
ruchira aarna homes,Narayanappa Garden,east,1,Relatively New,,580.0,645.0,0.43,"['Forum Value Mall', 'Phoenix Marketcity', 'D Mart', 'Greenwood High Pre School', 'Vibgyor High School', 'Vagdevi Vilas School', 'Ryan International School', ""St. Joseph's Convent School"", 'Government Hospital', 'Vydelhi Hospital', 'Columbia Asia Hospital', 'Svastha Hospital', 'International Tech Park', 'Sigma Soft Tech Park', 'Wipro Technologies,']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",73.0,medium
sri balaji residency,Kaggadasapura,east,1,Moderatly Old,,674.0,750.0,0.22,"['Shaneeswara Temple', 'Om Sakthi Temple', 'Vinayaka temple', 'Kvb ATM', 'Federal bank ATM', ' ATM', 'Icici ATM', 'South indian bank ATM', 'Sbh ATM', 'Sparkle Tooth Care Centre', 'Vidyaratnam oeshadhalaya', 'Perfect Smile Dental Clinic', 'Comfort multispeciality hospital', ""Sri Vinayaka Dental Concern's"", 'Smiles Dental Care ECHS Clinic', 'Smile Dental Clinic', ""Grihi's Diabetes Centre"", ""Dr. Pranjali Srivastava's Clinic"", 'Sree Lakshmi Hospital', 'Shakthikrupa Nursing Home', 'Dr. Ravi Ramachandra', 'Padma Clinic', 'Toothzone Dental Studio', 'Little Flower Hospital', 'Dr. Ruchi Gupta', 'Spectrum Physio Centre', 'Deepam Eye Clinic', 'Tvacha Skin and Cosmetology Clinic', 'Winter Mist Clinic', 'Aashraya ENT Healthcare', 'Shishu clinic', 'Garden City Polyclinic', 'Tooth Affair Dental Clinic', 'Aadhar Enrollment Center', 'Ayushman Panchakarma Therapy Centre', 'Kamaldeep Medicals', 'Trust', 'HP Petrol Bunk', 'Karnataka bank', 'Northern Flavours Chaat', 'Hotel sneha', 'Bakers Park', 'Softy station', 'Five Star Chicken', 'Punjab junction', 'Government Primary School', 'Saraswati Vidya Mandir', 'Mother Montessori House of Children Pre-school', 'LR International School', 'Bachpan']",,0.0,low
sumadhura aspire amber,Doddabanahalli,east,1,New Property,333.0,396.0,,0.5,"['Whitefield (Kadugodi) Metro Station', 'Orion Uptown Mall', 'Whitefield - Hoskote Rd', 'NH75', 'MVJ College of Engineering', 'Greenwood High School', 'Geetha Hospital', 'Kempegowda International Airport', 'KR Pura Railway Station', 'Gopalan Global Axis', 'Bengaluru Marriott Hotel']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",52.0,medium
