apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility
in Sobha Sentosa,"Balagere, near Panathur",east,1,Within 3 months,432 sq.ft,,680 sq.ft,85 Lac,"['Seetharam Palya Metro Station', 'Brookefield Mall', 'State Highway', 'ORCHIDS The International School', 'Patel Group Of Institutions', 'Manipal Hospital Varthur Road', 'Kempegowda International Airport', 'Belandur Road', 'International Tech Park Bangalore', 'Radisson Blu Bengaluru Outer Ring Road', 'Fun World Amusement Park', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Lift(s)', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Brigade Buena Vista,"Budigere, Bangalore",east,1,1 to 5 Year Old,513 sq.ft,,719 sq.ft,80 Lac,"['Kadugodi metro station', 'Orion Uptown Mall', 'NH75', 'Shree Meru International School', 'Garden City University', 'East Point Hospital', 'Kempegowda International Airport', 'Whitefield Railway']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
in Eden Park at The Prestige City,"Sarjapur, Bangalore",east,1,25-Jun,469 sq.ft,666 sq.ft,,90 Lac,"['ITPL Metro Station', 'Sri Durga Complex', 'SH 35', 'Little Elly', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Brigade Cornerstone Utopia,"Varthur, Bangalore",east,1,Within 3 months,867 sq.ft,,,1.2 Cr,"['Seetharam Palya Metro Station', 'Central Mall', 'State Highway 35', 'The Prodigies International School', 'Garden City University', 'Brookefield Multi Speciality Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'International Tech Park Bangalore', 'Oakwood Residence Whitefield Bangalore', 'Fun World Amusement Park', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Godrej Park Retreat,"Sarjapur Road, Bangalore",east,1,Under Construction,,,600 sq.ft,68 Lac,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']",
in Bren Zahara,"Sarjapur Road, Bangalore",east,1,0 to 1 Year Old,296.76 sq.ft,,460 sq.ft,62 Lac,"['Kudlu Gate Metro Station (upcoming)', 'Total Mall', 'The Cambridge International School', 'BRS Global School', 'Vibgyor', 'Motherhood Hospital', 'Columbia Asia', 'Apollo Spectra Hospital', 'Bren Mercury', 'Wipro Limited', 'RGA Tech Park', 'New Wipro Campus', 'Shell Petrol Pump', 'The Amaatra Academy', 'Sakra Clinic']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']"
in Sobha Sentosa,"Balagere, near Panathur",east,1,Within 3 months,434.14 sq.ft,,685.56 sq.ft,83 Lac,"['Seetharam Palya Metro Station', 'Brookefield Mall', 'State Highway', 'ORCHIDS The International School', 'Patel Group Of Institutions', 'Manipal Hospital Varthur Road', 'Kempegowda International Airport', 'Belandur Road', 'International Tech Park Bangalore', 'Radisson Blu Bengaluru Outer Ring Road', 'Fun World Amusement Park', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Lift(s)', 'Swimming Pool', 'Park', 'Club house / Community Center']"
in Godrej Splendour,"Whitefield, Bangalore",east,1,25-Jun,372 sq.ft,,605 sq.ft,75 Lac,"['Whitefield (Kadugodi) Metro Station', 'Ascendas Park Square Mall', 'Whitefield Hoskote Road', 'Belathur Main Road', 'Orchids The International School', 'MVJ College of Engineering', 'Svyasa University', 'Miracle Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'GR Tech Park Office Space', 'Four Points by Sheraton Bengaluru', 'Battarahalli Indoor Stadium', 'Sky Zone Bengaluru']","['Intercom Facility', 'Lift(s)', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Godrej Splendour,"Whitefield, Bangalore",east,1,25-Jun,409 sq.ft,,605 sq.ft,82 Lac,"['Whitefield (Kadugodi) Metro Station', 'Ascendas Park Square Mall', 'Whitefield Hoskote Road', 'Belathur Main Road', 'Orchids The International School', 'MVJ College of Engineering', 'Svyasa University', 'Miracle Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'GR Tech Park Office Space', 'Four Points by Sheraton Bengaluru', 'Battarahalli Indoor Stadium', 'Sky Zone Bengaluru']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Artha Emprasa,"Kambalipura, Hoskote",east,1,1 to 5 Year Old,627 sq.ft,,,45 Lac,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Eden Park at The Prestige City,"Sarjapur, Bangalore",east,1,Within 3 months,642 sq.ft,,,85 Lac,"['ITPL Metro Station', 'Sri Durga Complex', 'SH 35', 'Little Elly', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Alpine Viva,"Whitefield, Bangalore",east,1,1 to 5 Year Old,,663 sq.ft,,62 Lac,"['Hdfc bank ATM', 'State bank of india ATM', 'Punjab national bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Kannamangala Primary Health Center', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Shell', 'Icici bank & atm', 'Canara bank', 'Delhiwale', 'Subway', 'Delhi Mahal Restaurant', 'Wild Beans', 'Aiswarya Malayali Hotel', 'Whitefield railway station']","['Private Garden / Terrace', 'Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Godrej Park Retreat,"Sarjapur Road, Bangalore",east,1,Within 3 months,,,632 sq.ft,74 Lac,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']"
in Sowparnika Columns,"Soukya Road, Whitefield",east,1,0 to 1 Year Old,580 sq.ft,733 sq.ft,,55 Lac,"['Nallurahalli metro station', 'Pattandur agrahara metro station', 'Sri Sri Sri Muneshwara Swamy Temple', 'Bank of india ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dr. Batra Clinic', 'Cloud Nine Hospital', 'Narayana Multispeciality Hospital', 'Apollo Pharmacy', 'MedPlus', 'International Tech Park', 'Nandini Restaurant Parking', 'Gopalan Global Axis Open Parking Entrance', 'Axis bank', 'Union bank of india', 'State bank of india', 'Andhra bank', 'Q Cinemas', 'Vindoos', 'Andhra biryanis', 'Khaaja Chowk', 'Ji Huzoor', 'Biriyani Zone', 'Southern Spice', 'Kritunga Restaurant', 'The Creek', 'Barbeque Nation', 'Bakasur', 'Cream Stone', ""Domino's Pizza"", 'Habanero', ""Swensen's Ice-cream"", ""Galito's"", ""Bloomsbury's Boutique Cafe And Artisan Bakery"", 'Punjabi by Nature 2.0', 'Cafe Coffee Day', 'Sri Udupi Park', 'Hyderabad Chefs', 'Absolute Barbecue - Whitefield', 'Nandhini', 'The Marigold - Fine Dine', 'Dot Yum', 'Sowparnika Bakery And Sweets', 'Government School', 'Vydehi School of Excellence', 'Jetking Computer Hardware and Networking', 'Schneider Electric India Pvt. Ltd.', 'Mercedes-Benz Research and Development India', 'ExxonMobil Services and Technology Private Limited']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water purifier', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Mana Capitol,"Sarjapur Road, Bangalore",east,1,0 to 1 Year Old,433 sq.ft,518 sq.ft,699 sq.ft,85 Lac,"['Centro Mall', 'Sarjapur Highway', 'Harvest International School', 'Amrita Vishwa Vidyapeetham', 'BN Speciality Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station', 'Enzyme Office Complex', 'Novotel Hotel', 'Atal Bihari Vajpayee Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Godrej Park Retreat,"Sarjapur Road, Bangalore",east,1,Within 3 months,,,600 sq.ft,78 Lac,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Sobha Lake Gardens,"KR Puram, Bangalore",east,1,0 to 1 Year Old,765 sq.ft,,,78 Lac,"['Baiyappanahalli', 'Ascendas Park Square', 'Medahalli Kadugodi', 'NH75', 'Lake Montfort School', 'Cambridge PU College', 'Manipal Hospital', 'Kempegowda Airport', 'Andhra Bank', 'K.R. Puram', 'ITPL Whitefield', 'M Chinnaswamy Stadium', 'Click Art Museum', 'Bangalore Palace', 'Nayara Petrol Pump']","['Power Back-up', 'Lift(s)', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in BDA Gunjur Housing Project,"Gunjur Palya, Bangalore",east,1,1 to 5 Year Old,328 sq.ft,470 sq.ft,,25 Lac,"['Shiva Temple', 'Dharmaraya Swamy Temple', 'Venkateshwara Temple', 'State bank of india ATM', 'Government Hospital', 'Dentawell', 'Apollo Pharmacy', 'Amphitheater', 'Vinayaka Cinema', 'Canara bank', 'Chai Point', 'Damadhish Fine Dine - Family Restaurant', 'Unwind Island Restaurant', 'Sri Lakshmi Vaibav Hotel', 'Nila Bhima', 'Vagdevi School Canteen', 'Punjabi Khanna', 'Den Bakery', 'Energizer', 'Eatoz', 'Sura Whine Shop', 'Lassi Corner', 'Chez Mariannick', 'Chez Mariannick Bakery & Restaurant', 'Vagdevi Vilas super school']","['Lift(s)', 'High Ceiling Height', 'Natural Light']"
in BCD Emprasa,"Kambalipura, Hoskote",east,1,0 to 1 Year Old,,,692 sq.ft,35 Lac,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']","['Swimming Pool', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Meridian Park at The Prestige City,"V Kallahalli, near Sarjapur Road",east,1,26-Mar,,,650 sq.ft,85 Lac,"['Forum The Prestige City', 'Ambalipura - Sarjapur\xa0Road', 'New Oxford High School', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Sumadhura Eden Garden,"Whitefield, Bangalore",east,1,1 to 5 Year Old,,,670 sq.ft,88 Lac,"['Ascendas Park Square Mall', 'SH 35, Ardendale, Kannamangala', 'East Point College of Higher Education', 'Lake Montfort School,Medahalli', 'The Bangalore School', 'New Life Hospital', 'Siliconcity Hospitals in Hoskote', 'Kempegowda Intl Airport Bengaluru', 'Hoodi Halt Railway Station']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']"
in Eden Park at The Prestige City,"Sarjapur, Bangalore",east,1,Within 6 months,652 sq.ft,,,81 Lac,"['ITPL Metro Station', 'Sri Durga Complex', 'SH 35', 'Little Elly', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Eden Park at The Prestige City,"Sarjapur, Bangalore",east,1,25-May,448 sq.ft,,649 sq.ft,73 Lac,"['ITPL Metro Station', 'Sri Durga Complex', 'SH 35', 'Little Elly', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Brigade Cornerstone Utopia,"Varthur, Bangalore",east,1,0 to 1 Year Old,,,799 sq.ft,95 Lac,"['Seetharam Palya Metro Station', 'Central Mall', 'State Highway 35', 'The Prodigies International School', 'Garden City University', 'Brookefield Multi Speciality Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station', 'International Tech Park Bangalore', 'Oakwood Residence Whitefield Bangalore', 'Fun World Amusement Park', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Artha Emprasa,"Kambalipura, Hoskote",east,1,0 to 1 Year Old,,,700 sq.ft,34 Lac,"['Hoskote Government Hospital', 'Kempanna Nursing Home', 'Dhruva Nursing Home And Diagnostic Centre', 'Sri Srinivasa Hospital Bengaluru Rural', 'Ashwini Hospital', 'Mission Hospital Bengaluru Rural', 'Shreyas Maternity Home', 'G E F Eye Hospital']",
in Godrej Park Retreat,"Sarjapur Road, Bangalore",east,1,Within 3 months,450 sq.ft,632 sq.ft,,71.5 Lac,"['Hosa Road Metro Station9', 'Market Square Mall Sarjapur Road', 'SH 35', 'Harvest International School', 'Dayananda Sagar University2', 'Manipal Hospital Sarjapur Road', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Wipro Limited - SEZ', 'DoubleTree Suites by Hilton Hotel', 'Kala Bhoomi Amusement&Exhibition', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in SS Felicity Homes,"Nallurhalli, Whitefield",east,1,5 to 10 Year Old,500 sq.ft,,750 sq.ft,60 Lac,"['Looking Good Furniture', 'Veeranjaneya Devasthana', 'Sri Devi Karumariamman Temple Mahadwara', 'Sri Devi Karumariamman Temple', 'St. Theresa Novitiate', 'Shree Ramakrishna Temple', 'Jamma Masjid', 'Sri Kalikamba Temple', 'Agarwal Eye Hospital', 'Apoorva Dental Clinic', 'Vasan Eye Care', 'Sai Dental Clinic', 'Cure N Care Homoeopathic clinic', '24x7 Pharmacy', 'National Pharma', 'Pushpa Medicals', 'V-Care Pharma', 'Apollo Pharmacy', 'Avenue Pharma', ""Visitor's Car Park"", 'Vijaya bank', 'City union bank', 'Hdfc bank', 'Syndicate bank', 'Pizza Hut PHD', ""Kolkata's"", 'Cafe Coffee Day', 'Bhagini Park', 'Refresh', 'Moriz Restaurant', 'Chin Chin', 'The Biere Street', ""Glen's Bakehouse"", 'Whitefield Dum Biriyani', 'Blend - Royal Orchid Suites', 'Money Heist Bar & Restaurant', ""Domino's Pizza"", 'Herbs and Spices', 'Shri Lakshmi Vaibhava', 'Mayuri', 'Five Star Chicken', 'Bangalore Mandarin', 'Chrysalis Kids', 'Neev School', 'Little Millenium', 'Vivero International Preschool', 'Delhi Public School', 'Viha', 'Kideens', 'Kuvempu Smaraka Vidya Kendra School']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']"
in Eden Park at The Prestige City,"Sarjapur, Bangalore",east,1,25-May,447 sq.ft,,642 sq.ft,86 Lac,"['ITPL Metro Station', 'Sri Durga Complex', 'SH 35', 'Little Elly', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station']","['Power Back-up', 'Lift(s)', 'False Ceiling Lighting', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
in Eden Park at The Prestige City,"Sarjapur, Bangalore",east,1,25-May,469 sq.ft,,,73 Lac,"['ITPL Metro Station', 'Sri Durga Complex', 'SH 35', 'Little Elly', 'Azim Premji University', 'Spandana Hospital', 'Kempegowda International Airport', 'Whitefield Railway Station']","['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Ahad Serenity,"Sarjapur Road, Bangalore",east,1,0 to 1 Year Old,,,740 sq.ft,60 Lac,"['Beratena Agrahara Metro Station', 'Market Square Mall Sarjapur Road', 'Srinagr-kanyakumari Highway', 'Amrita Vishwa Vidyapeetham, Bengaluru', 'ORCHIDS The International School', 'Springleaf Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station', 'JP Software Park', 'The Oterra Hotel', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium']","['Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in Maruti Prudential Apartments,"Old Airport Road, Bangalore",east,1,10+ Year Old,,,650 sq.ft,51 Lac,"['Brand Factory', 'Hanuman temple', 'Chowdeshwari Temple', 'Sri Lakshmi Venkateshwara Temple', 'Ganapati Temple', 'Sathya Narayana Temple', 'Mosque', 'Om Shakti Temple', 'Shiva Temple', 'Ranganatha Temple', 'Basaveshwara Temple', 'Citibank ATM', 'Piles and Fistula Clinic', 'Chitra Dental Clinic', 'Dental Clinic', 'Hal', 'Nobel Chemist', 'Sri Lakshmi Medical Stores', 'Astra Medica', 'Lakshmi Medicals', 'Greenhouse Pharma', 'Indian Oil', 'State bank of india yemalur', 'Axis bank', 'Tulasi Theatre', ""Bancharam's"", 'Satis Tiffins', 'Kabab Mirchi', 'Andhra Mess', 'Ram Bhog', 'Diamond Restaurant', 'Viajaya Sai Andhra Hotel', 'Subway', 'California Burrito', 'Sampradaya - Fast Food Fresh Fruits And Vegetables', 'Souvee', 'Unitea Hub Cafe', 'Megha Restaurant', 'Tirumala Bar And Resturant', 'Odia Mess', 'Euro Kids', 'Kiddie International Academy', 'Prasad Vidya Mandir', 'Prasad Vidya Mandir', 'Blooming Kidz Daycare', 'CGI', 'Bravoventure India Private Limited', 'Srinivasa Enterprises', 'Lifestyle International Pvt. Ltd', 'Yemalur public library']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
in Global White Pearl,"Sarjapur Road, Bangalore",east,1,27-Jul,580 sq.ft,750 sq.ft,,70.14 Lac,"['Suzli Shop', 'Champion International School', ""Endeavour's International School"", 'Greenwood High Intl School', 'The Intl School Bangalore', 'Oakridge Intl School', 'Christ College', 'Inventure Academy', 'Sanjana Hospital', 'Aaxis Hospital', 'Kushal Reddy Hotel', 'Italian Pizza', 'The Chef Couple', 'Sri Vinayaka Bricks and Tiles', 'Cafe Asia']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in Gowri Cascade,"Whitefield, Bangalore",east,1,27-Apr,525 sq.ft,750 sq.ft,,70.1 Lac,"['Looking Good Furniture', 'Jamma Masjid', 'Calvary Church', 'Shree Ramakrishna Temple', 'Sri Devi Karumariamman Temple Mahadwara', 'Sri Devi Karumariamman Temple', 'Veeranjaneya Devasthana', 'Lady of Lourdes Chruch', 'Sai Dental Clinic', 'Cure N Care Homoeopathic clinic', 'Vasan Eye Care', 'Apoorva Dental Clinic', 'Agarwal Eye Hospital', 'Apollo Pharmacy', 'Avenue Pharma', 'V-Care Pharma', 'Pushpa Medicals', 'National Pharma', ""Visitor's Car Park"", 'City union bank', 'Hdfc bank', 'Vijaya bank', 'Syndicate bank', 'Idfc first bank whitefield', 'Bandhan bank', 'Mayuri', 'Five Star Chicken', 'Bangalore Mandarin', 'Shri Lakshmi Vaibhava', 'Punjabi Kitchen', ""Domino's Pizza"", 'Money Heist Bar & Restaurant', 'Whitefield Dum Biriyani', 'Herbs and Spices', ""Glen's Bakehouse"", 'Indira Canteen', 'Moriz Restaurant', 'Blend - Royal Orchid Suites', 'Refresh', 'T.I.M.E Kids', 'St. Thomas School', 'Vivero International Preschool', 'Little Millenium', 'Maple Bear Canadian Pre-School', 'Government School', 'Delhi Public School', 'Viha', 'Kideens', 'Daffodil Pre School', 'Kuvempu Smaraka Vidya Kendra School']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Water softening plant']"
